feature,class_label
"[-1.83284882e+02  1.19674545e+02 -5.32633667e+01  5.98556139e-02
 -3.03787613e+00  2.64583087e+00  4.37724113e-01 -1.63597546e+01
  5.76588058e+00  2.15119743e+01  6.31533670e+00 -8.51848602e-01
 -2.77585959e+00  1.62046695e+00 -9.62471008e-01 -6.33276796e+00
 -1.61768508e+00  7.59108901e-01  4.68539143e+00  7.21069813e+00
 -8.52378368e+00 -7.93389988e+00  4.43758249e+00 -4.67746687e+00
 -9.61751175e+00  2.74389148e+00 -1.67060292e+00 -7.30350673e-01
  9.16388988e+00  5.19445562e+00  5.49530935e+00  8.69007111e+00
 -1.95734203e+00 -7.43879735e-01  1.26169407e+00 -4.34814882e+00
 -1.36215508e+00  4.90146577e-01 -1.66152763e+00  1.15000963e+00]",1
"[-1.9622038e+02  1.2633133e+02 -4.1896523e+01 -1.0197248e+01
 -9.8692389e+00  6.4737329e+00  7.5413351e+00 -2.0400755e+01
 -3.2458172e+00  1.0451863e+01  2.1339412e+00  4.8882484e+00
  7.8136796e-01  1.2855701e+00  7.1939058e+00  2.0615041e+00
 -2.3272352e+00  2.2440631e+00  5.4128842e+00  1.2441585e+00
 -9.4425602e+00 -4.4656844e+00  3.6831493e+00 -4.2671056e+00
 -7.1313586e+00  2.5853126e+00  4.3518430e-01  2.4785413e-01
  7.3225527e+00  7.1495223e+00  2.3353658e+00  2.2076442e+00
 -1.4074583e+00 -7.3796076e-01  1.9846979e+00 -9.2894572e-01
 -3.7592006e+00 -1.6396394e+00 -6.0528970e-01  8.8918351e-02]",1
"[-235.16904      92.856384    -21.243397     22.304104     -2.8127644
    3.2097807    -2.4220848    -9.662583     -1.4486339     6.093987
   -1.6145142     3.494353     -0.8106953     1.3786224     3.2290516
    2.649868     -3.4354277     1.1501714     1.3340639     2.3150918
   -2.4612916    -1.6166946     2.9610124     2.2285311    -4.71146
    2.9284503     1.1993244    -2.1408527    -0.40565932    1.0577254
   -1.5539874     1.1177225    -1.9613777     0.69421065    0.76611793
   -0.9326589    -0.8394052    -0.36860886   -2.2376125     0.32319227]",1
"[-1.2402663e+02  7.4454575e+01 -4.9108734e+01  2.0071352e+01
 -4.8710876e+00  5.0762568e+00  4.9823780e+00 -1.3967517e+01
  2.5824342e+00  7.8993669e+00 -9.0210371e+00  2.8811114e+00
  6.4656267e+00 -4.3891373e-01 -2.7533844e+00  1.1623621e+00
 -2.9682877e+00  1.8555785e+00  3.2891834e+00  1.0448996e-04
 -6.5451674e+00  1.8685539e+00  6.3569150e+00  1.3631856e-01
 -1.7613064e-01  9.0919571e+00 -3.5240738e+00 -4.4581766e+00
  2.5525324e+00  3.1867865e-01 -9.7805279e-01  3.9479761e+00
 -2.0142982e+00  1.4567060e+00  1.7502102e+00 -5.2968919e-01
 -1.3314896e+00  1.0243940e+00 -9.5954311e-01  3.3918142e-01]",1
"[-252.56653      94.00228     -19.40752      19.315582     -3.058791
    8.686791      1.7789232    -9.176761      0.80756444    5.9411335
    2.6526392     3.4863403    -4.304237     -0.34689036    1.7954267
    1.8092271    -3.425305     -3.7281923     2.8393912     3.1530104
   -5.832618     -2.1653752     2.8432107     0.3458208    -2.7669218
    3.3523326     1.2795241    -1.7840648     1.5249182     1.6022179
   -1.8292074     1.2869945    -1.775643     -0.299825      1.2632577
   -1.0700771    -1.1642883    -1.073724     -2.5689316    -0.73479694]",1
"[-2.3633351e+02  9.1167465e+01 -3.7539417e+01  2.4567398e+01
 -4.1270037e+00  1.0158923e+01  2.6563642e+00 -4.8507118e+00
  1.7624346e+00  4.4680166e+00 -4.9238902e-01  5.0786853e+00
 -2.8354778e+00  2.4236705e+00 -9.6725452e-01  3.0636160e+00
 -3.5613725e+00 -6.3794643e-01  3.1025584e+00  3.7840676e+00
 -4.6147318e+00  1.4439727e+00  3.1915855e+00  7.7842617e-01
 -2.9375165e+00  4.8392305e+00 -6.1274552e-01 -1.9881074e+00
  1.9964534e-01  9.1275001e-01 -1.8942571e+00  9.1604221e-01
 -3.1205263e+00  3.7004012e-01  5.1206714e-01 -1.4435722e+00
 -1.1475743e+00 -3.5472855e-01 -2.4410472e+00  4.3223357e-01]",1
"[-335.30145    138.33987     15.856889    17.257812    -7.2990084
   13.942646    -1.4581271    6.5950174   -5.1493263    8.391778
   -4.057001     4.05947     -4.1902623    2.9613163   -3.0544279
    4.295774    -5.3578715    2.3352468   -5.233668     2.3248677
   -4.7691026    2.8263123   -3.0400348    2.5110784   -2.9916427
    1.1066561   -5.063387     1.5981156   -3.1503785    2.097039
   -2.2339613    1.6606978   -2.1467764    1.186357    -1.984139
    1.4625372   -1.6070632    1.445069    -1.7102274    0.9511205]",2
"[-323.3349     159.14812     12.829151    14.534816    -6.5648623
   10.7337265   -5.577763     7.910941    -5.605672     6.897639
   -6.615103     6.1833925   -4.9515905    4.3617578   -4.1246753
    6.171007    -6.5308185    2.6950839   -6.9704847    2.306161
   -6.4826293    3.2244074   -4.093248     4.6928706   -3.5833685
    2.8550706   -5.100725     2.1283996   -5.1013374    2.1101325
   -3.1717036    2.7683096   -3.2220492    1.6999848   -3.1884384
    2.32205     -1.8002225    2.1879914   -2.4862292    1.7007036]",2
"[-324.9384     159.34554     12.129164    15.263568    -7.9389477
   12.43323     -6.2901177    9.128733    -6.792547     7.794374
   -7.7861304    6.720394    -6.616824     4.7982936   -5.337417
    6.445747    -8.175737     3.3187354   -8.387679     2.4060576
   -8.658831     3.1280415   -5.6985774    4.8420625   -4.737364
    3.236174    -6.7544827    2.912809    -5.585351     2.9822218
   -4.3861275    2.9332952   -4.890288     1.6072923   -4.2298155
    3.159982    -2.5679283    2.7627175   -3.1175945    2.5279596]",2
"[-321.2014     158.56036     11.912036    13.989005    -8.84616
   10.498008    -5.8100514    8.342574    -6.2491035    7.2211785
   -7.333383     6.097562    -5.097479     4.3087025   -4.438566
    6.255322    -7.1488795    2.4642422   -7.6979666    2.5372071
   -7.099856     2.8384392   -5.157605     3.8725755   -5.0477095
    2.0225248   -6.5214458    1.9676356   -5.6907015    2.0379403
   -3.8782966    2.3262434   -4.437216     1.6485673   -3.2617888
    2.9680681   -2.2020156    2.4820592   -2.7076883    2.4308634]",2
"[-325.30045    155.80064     12.4749565   13.315199    -6.9349537
   10.522433    -5.114752     7.8985486   -4.8261204    7.1990695
   -5.5118065    5.5831795   -4.671286     4.196975    -3.4047525
    5.832822    -5.9104776    2.2704532   -6.644394     2.2384038
   -6.367863     2.4793715   -4.1295714    4.207185    -3.1143248
    2.813568    -4.717911     2.1334167   -4.0611825    2.6053603
   -2.6382554    2.5443046   -3.3802457    1.2028847   -2.7121139
    2.3408258   -1.7166073    2.0598986   -2.0686224    2.1884847]",2
"[-323.94177    155.76944     12.668522    15.71453     -7.711915
   10.658486    -5.3123775    7.7727222   -5.4361424    8.012086
   -5.8480983    5.617205    -5.3532143    4.056287    -3.892476
    6.252794    -6.8625603    2.148087    -7.817853     2.1199381
   -6.8936696    2.2572777   -5.060166     3.7880502   -4.1589184
    2.1338284   -6.2144766    1.8744172   -5.074998     2.0144086
   -3.5889335    1.9645119   -4.0479326    1.3498029   -3.638364
    1.7069961   -2.372387     2.1846807   -2.1545568    2.2562034]",2
"[-331.3493     154.8302      14.029872    15.409582    -9.491429
   12.277745    -6.446483     8.39183     -6.6353154    8.205008
   -8.053987     7.129526    -6.2461257    5.4966335   -4.783538
    7.25362     -6.979035     3.642049    -8.642077     3.3163834
   -8.100023     3.3569922   -5.7853346    4.7407045   -4.832742
    3.408364    -7.0803285    2.7261865   -6.0917215    2.752209
   -4.328384     3.1062148   -4.673121     2.287224    -4.2037544
    2.8476715   -3.2005994    2.5027792   -2.959245     2.9628797]",2
"[-3.1776212e+02  1.5099190e+02  1.4131534e+01  1.4583060e+01
 -5.1029100e+00  1.1218187e+01 -3.1534474e+00  7.3133826e+00
 -4.2287059e+00  5.6822782e+00 -5.0272579e+00  2.7898476e+00
 -3.9753795e+00  2.0956984e+00 -1.3847924e+00  3.7201202e+00
 -5.4068151e+00  8.9697355e-01 -5.8043952e+00 -2.2017618e-01
 -5.8139491e+00  5.7131702e-01 -4.1681232e+00  1.7294683e+00
 -2.7040324e+00  1.0907111e+00 -4.0124803e+00  7.8434080e-01
 -3.4012890e+00  7.2024095e-01 -2.2190051e+00  6.9904661e-01
 -2.4473879e+00  5.2471870e-01 -1.7634414e+00  1.0997512e+00
 -1.0748454e+00  1.0267342e+00 -1.2766787e+00  9.1307449e-01]",2
"[-325.53494     151.84492      16.690758     13.59409      -3.874198
   10.253593     -2.1364791     6.8447747    -2.754486      5.312581
   -4.205907      3.9862633    -2.6080139     2.5602105    -0.91732776
    4.6526737    -4.3976393     0.50543517   -5.039405      0.5290027
   -4.869156      0.37604666   -3.6523776     1.30872      -2.5598354
    0.72516644   -3.5654256     0.82058054   -2.931991      0.8806177
   -1.5174452     1.2789346    -1.4059714     1.0444369    -0.8371797
    1.7443019    -0.42570838    1.1952689    -0.74083364    1.3836576 ]",2
"[-315.18494    153.1711      10.243929    15.09688     -8.15307
   10.476083    -6.1446824    7.09676     -5.7019653    6.6578064
   -6.49069      5.3854094   -4.9165206    3.4279165   -3.6558607
    6.243878    -5.910568     2.0895305   -7.1083436    1.927168
   -5.8184366    2.5106091   -4.1847754    3.854536    -3.398227
    2.388758    -4.9570785    2.2041945   -4.375497     2.1396894
   -3.0312335    1.6471678   -3.7349238    1.1574533   -2.9526196
    2.1968737   -1.7568241    1.9439394   -1.9819647    2.183186 ]",2
"[-302.59198     150.91367       8.673285     17.698824     -9.630081
    7.891952     -4.672314      4.435247     -7.423259      5.953687
   -7.393082      3.3754942    -3.2209337     1.7552363    -3.9125936
    4.142175     -6.383879      1.1717207    -7.2286196     0.8436191
   -5.247524      2.1235647    -3.422256      1.9234709    -3.656676
    2.2832887    -4.381716      1.007265     -3.6360025     1.2871897
   -2.6768138     0.80018806   -3.1263452     0.9404492    -2.3159764
    0.67700064   -1.9651359     1.3360679    -1.9799132     1.1880479 ]",2
"[-3.2749277e+02  1.5372632e+02  1.4000333e+01  1.2262701e+01
 -6.5285568e+00  9.3271809e+00 -5.2299757e+00  6.0007439e+00
 -4.8662753e+00  5.7254596e+00 -5.7433786e+00  3.8450551e+00
 -4.8240442e+00  2.8359785e+00 -3.4963951e+00  3.8639464e+00
 -6.4172769e+00  1.1193871e+00 -5.8010092e+00  1.2255187e+00
 -6.2934737e+00  1.3428856e+00 -4.0169864e+00  2.5402498e+00
 -3.0659225e+00  1.1489792e+00 -5.4833016e+00  3.9526194e-01
 -4.1862569e+00  1.2346128e+00 -2.6169894e+00  1.3532017e+00
 -2.9776495e+00  2.0088065e-01 -2.6154201e+00  1.3456565e+00
 -1.6438804e+00  1.5308478e+00 -1.5308208e+00  1.4364525e+00]",2
"[-332.54935    156.30826     12.683968    14.228607    -9.274156
   12.54938     -7.5293927    9.299761    -6.6993856    8.624579
   -7.9886127    6.6209426   -7.0218434    5.9850492   -5.6089363
    7.2467074   -8.216694     3.3648627   -9.25407      3.4176245
   -7.9182773    4.3308406   -5.9356833    5.0872197   -5.335528
    3.8329284   -6.8047724    3.558563    -5.8606353    3.6163456
   -4.9571433    3.5363078   -4.615593     2.594176    -4.3767715
    3.6271362   -3.2902145    3.1480148   -3.0747325    3.2884638]",2
"[-334.68774    153.1067      14.85975     13.6665325   -8.807046
   11.370026    -6.342552     8.403869    -5.5791745    7.461013
   -7.331028     5.467668    -6.075037     4.9068503   -4.40891
    6.8447056   -6.7122664    2.3458672   -8.272764     2.221066
   -7.2375903    3.3169403   -5.0286865    4.0909996   -4.550457
    2.5569139   -6.538833     2.01905     -5.1544833    3.2160926
   -3.5078459    2.7291436   -3.875484     1.675632    -3.5860004
    2.6235905   -2.2081835    2.6006258   -2.3258042    2.4478283]",2
"[-313.0222     149.14665     10.727341    16.192038   -10.350073
   11.0156      -6.3318753    7.27383     -6.998871     7.73469
   -6.953072     4.0677047   -4.2181234    2.259017    -3.1617758
    5.534348    -6.2716155    2.3975685   -7.5842295    1.3582346
   -6.4861054    2.3249233   -4.300509     3.400092    -4.2521935
    2.4572263   -5.927922     1.7319341   -4.72813      2.15195
   -3.2494435    2.3078113   -3.5685866    1.3580973   -2.9658282
    1.5872087   -2.1237965    2.008521    -2.3898714    2.350983 ]",2
"[-333.61865    155.36328     12.809391    12.737636   -10.191145
   11.577958    -7.436093     8.655979    -6.124687     8.393049
   -7.771093     6.3851533   -6.90537      5.259274    -5.2280188
    7.268359    -7.935487     3.1474488   -8.490936     3.178299
   -7.8529086    3.6371634   -5.5860395    4.9033175   -4.735561
    3.4936073   -6.4689083    3.1270273   -5.523989     3.4331698
   -4.012141     3.48467     -3.590744     2.5968611   -4.002961
    2.846563    -2.8758514    2.8653119   -2.7283082    2.8542717]",2
"[-3.0344653e+02  1.4550975e+02  1.1980124e+01  1.4427520e+01
 -8.5283632e+00  7.7835779e+00 -2.4876897e+00  3.4853258e+00
 -4.3244696e+00  5.0058470e+00 -3.9633360e+00  2.4644845e+00
 -1.9695503e+00  5.8989006e-01 -6.0511138e-02  3.3493061e+00
 -3.3282421e+00  2.0938115e-01 -4.1737537e+00 -1.6013542e-01
 -3.9305744e+00  1.9424763e-01 -1.8644745e+00  1.2016748e+00
 -1.6448334e+00 -4.0725708e-02 -3.5804124e+00 -2.9452482e-01
 -2.3983235e+00 -2.8365137e-02 -1.0523771e+00  5.6711864e-01
 -6.9342715e-01  7.4216551e-01 -1.0947108e+00  2.2018215e-01
 -3.4357250e-01  1.0625379e+00 -5.3348053e-01  6.5626228e-01]",2
"[-2.8001224e+02  1.4277397e+02  4.5186958e+00  1.8418587e+01
 -6.5885921e+00  7.2591219e+00  2.2294606e-01  4.7477870e+00
 -3.3738940e+00  6.3002100e+00 -2.2966678e+00  2.8604329e+00
  9.5631206e-01 -7.5039160e-01  1.1017611e+00  2.6145170e+00
 -2.8155015e+00  9.2604004e-02 -4.1075821e+00 -3.2413882e-01
 -3.4206731e+00 -7.1031731e-01 -1.6578693e+00  3.4767527e-02
 -1.5367355e+00 -2.1815771e-01 -2.7548332e+00 -1.0091356e+00
 -1.7100458e+00 -1.3498789e+00 -9.7830051e-01 -3.7771651e-01
 -1.3563648e+00 -6.1233681e-01 -9.0352201e-01 -3.9970174e-01
 -6.1158729e-01 -4.7677800e-01 -2.1730492e-01  6.2889570e-01]",2
"[-319.77094    161.63324     11.320904    14.913434    -7.0622973
   10.485989    -6.072601     8.5431      -5.9705615    8.109583
   -6.341932     6.8612447   -5.420245     4.638024    -3.9649231
    6.9309144   -7.018996     3.3531969   -7.146365     3.156157
   -6.5007925    3.4966168   -4.574444     4.8117456   -4.451247
    2.3568385   -6.574709     1.6441305   -5.314086     2.7394557
   -3.7325046    2.4736865   -3.8851569    1.4626206   -3.8509753
    2.1862469   -2.0249965    2.8957987   -2.3581297    2.420859 ]",2
"[-318.60593    156.72627     10.17493     15.821423    -5.8422647
   10.138488    -5.2371583    7.76737     -5.5784073    7.00123
   -6.507047     5.944467    -4.6277556    3.9752991   -3.9438117
    5.095825    -6.771609     2.4475598   -7.1015773    1.722452
   -7.559154     2.2300265   -4.523594     3.6093411   -3.8861582
    2.4034936   -5.681278     2.1354334   -4.6572185    2.171864
   -3.3671503    2.1721356   -3.213149     1.7041572   -2.936236
    2.3650944   -1.7972666    2.4067347   -1.9806246    2.218104 ]",2
"[-316.81903     154.96631      10.162962     13.984404     -8.202447
    8.191048     -5.2227893     6.50242      -5.2095375     5.7046256
   -6.3461957     4.5083756    -4.5027504     2.223688     -3.3852484
    4.514737     -6.1911993     1.593482     -6.4510264     1.4907178
   -6.225716      1.7952367    -3.825427      2.9199593    -3.526451
    1.6919708    -5.148407      1.3939011    -3.935177      1.6060255
   -2.4898586     1.9909328    -3.2623997     0.80424565   -2.8529499
    1.8068382    -1.1010331     2.0334604    -1.8794435     2.0568244 ]",2
"[-316.34793    162.40562      8.93749     15.386863    -7.359486
   11.200628    -5.9724965    8.717175    -6.7384143    8.362493
   -6.879942     7.030668    -6.1611342    4.454832    -5.2549405
    6.8152494   -7.7383113    2.9578283   -8.02837      2.8896992
   -7.3625584    3.6841114   -4.837788     5.0595703   -4.582621
    2.7789617   -6.9375525    2.0543354   -5.4786716    3.2705846
   -3.7931461    2.8581333   -3.9705987    2.2213926   -3.675279
    2.8216598   -2.3527231    2.5033207   -3.0346956    2.4162884]",2
"[-317.35254    161.01883      9.785052    15.733379    -8.365849
   10.371116    -6.3833385    8.397254    -6.4305344    7.9035
   -7.1661377    6.985424    -5.769224     4.300906    -4.7076464
    6.6249905   -7.275655     3.4858265   -7.4302278    2.5028212
   -7.670412     3.397301    -5.1292286    4.206847    -4.7257066
    2.652094    -6.8936167    2.0013335   -5.5526214    2.4155245
   -3.863616     2.5600545   -4.205969     1.9191597   -3.601751
    2.6756244   -2.3931417    2.3760707   -2.513445     2.422201 ]",2
"[-319.2601     159.39285     11.608193    13.680774    -6.688611
    9.419076    -4.979261     7.491176    -4.9184527    6.726269
   -5.9325056    5.3541083   -5.048766     3.6869006   -3.3710756
    5.622501    -5.9597616    2.6063008   -6.422865     1.7129216
   -6.3359065    2.171963    -3.9922187    4.031287    -3.3477318
    2.2113647   -5.4828577    1.5256096   -4.6215105    1.9165663
   -3.0252204    2.0757897   -3.0766838    1.4925127   -2.5615516
    2.4790497   -1.5231432    2.1236417   -1.6893708    2.212342 ]",2
"[-320.59265     159.1165       13.293719     13.84692      -5.521965
    9.737433     -4.257891      7.6892796    -4.77359       6.1467686
   -5.445182      4.704582     -5.1302714     3.3799736    -2.7310553
    5.6528254    -5.565765      1.993688     -6.403251      1.25464
   -6.0166426     2.6029196    -3.4669924     3.9009771    -2.7703373
    2.2259743    -4.917672      1.678346     -4.567372      1.2916601
   -3.3145924     1.621572     -3.157238      0.74165773   -2.9470818
    1.2460196    -1.8724724     1.2996664    -2.0995655     1.5487031 ]",2
"[-1.9130336e+02  2.0099345e+02 -1.6448021e+02  5.8523094e+01
 -3.3431201e+00 -1.4541595e+01  4.9486061e+01 -3.0339508e+01
  1.8344042e+01  1.7150326e+01 -1.6614544e+01  2.2120405e+01
 -1.1846203e+01  3.1728420e+00  1.6118273e+01 -1.5678378e+01
  1.0159867e+01 -9.6602398e-01 -3.6098883e+00  1.0173418e+01
 -1.2130678e+01  4.3458095e+00  8.8072234e-01 -9.2630739e+00
  7.7513900e+00 -8.6981087e+00 -9.8511380e-01  6.7955160e+00
 -7.6332955e+00  4.6601963e+00 -1.2571884e+00 -3.3235385e+00
  3.3772142e+00 -6.9157314e+00  2.3410068e+00 -5.3376448e-01
 -5.9250259e+00  4.2860994e+00 -3.4458942e+00 -5.6017127e-02]",3
"[-1.51502579e+02  1.79330307e+02 -1.52733292e+02  8.27895966e+01
 -6.11332779e+01  1.95259304e+01 -3.34611607e+00 -1.41066027e+01
  2.74023304e+01 -2.97280216e+01  1.39445286e+01 -1.31031065e+01
  8.53234112e-01  7.24320126e+00 -9.96372700e+00  6.85876608e+00
 -6.44162369e+00  6.08859396e+00 -3.87756968e+00  1.28381491e+00
  2.68452382e+00 -2.41663194e+00  4.70494652e+00 -4.77851057e+00
  3.47251296e+00 -1.55725777e+00 -9.88797903e-01  9.39249396e-01
 -2.13988519e+00  2.01238084e+00 -1.65733707e+00  1.37020981e+00
 -5.05709887e-01  2.51937918e-02  1.09054923e+00 -5.41061580e-01
 -3.39069128e-01 -1.30290699e+00  1.00929439e-01 -6.75952554e-01]",3
"[-132.193       89.05403    -48.91343     61.32487    -51.760468
   55.859276   -35.053497    32.83119    -14.033203    19.634598
  -16.524454    14.310311   -10.950074     8.046932    -5.641862
    2.1468678    0.6171585   -1.9410182    3.6894894   -7.131808
    5.4018035   -4.5461693    6.1116      -4.1495285    8.160944
   -3.7895894    3.759757    -5.4913855    0.6550722    0.7619167
    2.2165499    3.5538828   -1.3287475    2.4287834   -2.5656545
    4.035395    -2.7801673    4.6223097   -3.3593981    2.233377 ]",3
"[-1.4249284e+02  1.4108708e+02 -9.8145866e+01  6.3132359e+01
 -2.4824558e+01  2.9901545e+01 -3.7723400e+01  1.7441486e+01
 -1.3277114e+01  1.6252468e+01 -1.4977929e+01 -1.4369687e+00
 -5.7658429e+00  8.4393620e-01 -2.6184051e+00 -9.6622047e+00
  8.4613144e-01 -9.7499228e+00  6.1903095e+00 -1.3774443e+01
  3.1210785e+00 -9.0436125e+00  4.2179995e+00 -3.8766036e+00
 -1.2545429e-01 -8.7603216e+00 -2.5752974e+00 -3.4265623e+00
 -6.3116293e+00 -5.2610862e-01 -3.1447918e+00  2.6810410e+00
 -3.9924147e+00  3.1352844e+00 -5.9718752e+00  2.0342600e+00
 -4.5158534e+00  2.3977175e+00 -2.6341864e-01  2.2804809e+00]",3
"[-60.462128    60.021538   -48.626804    39.402966   -26.628567
  12.795821   -22.5694      14.296855   -26.168415     9.833328
 -21.697313     6.173928   -14.703856     5.919487   -12.700579
   5.6165886  -12.569004     1.7937597  -12.757281     3.433802
 -11.619316     4.066544    -8.46165      4.7590203   -8.972248
   2.7150617   -9.143297     2.608829    -7.739901     2.807807
  -7.6230493    1.5848202   -6.841936     1.4880713   -7.696635
   1.2060949   -4.7674103    1.3393538   -5.388635     0.59357786]",3
"[ -67.2218      152.08987    -109.45321      67.45        -39.705273
   21.639677     -7.5868907     3.7569072     7.979179     -0.29957244
    6.909426      2.7638938     2.2338438     6.6888576    -0.19994009
    6.1554923    -1.0179768     3.9409266     3.057598      1.0823265
    4.0691633    -2.9772456     5.722168     -3.5985963     5.578135
   -4.281257      5.1456995    -2.2506778     2.4941611    -0.8465321
   -0.2546509     1.2842624    -2.5541766     2.6276836    -4.0153093
    4.9139957    -3.9453895     5.3571253    -3.3515408     4.355151  ]",3
"[-102.08099    135.30328    -93.9862      72.69464    -40.31047
   20.059502   -24.170013     7.9780006  -24.466906    11.200768
  -17.927273     3.5285282   -5.9579406   -2.2753625   -4.165565
   -5.596002     5.5507383  -11.705625     6.033355    -6.980971
    5.9580975   -6.029141     4.774429    -3.8184814    3.5005126
   -3.8284087    2.086583     1.1449646   -0.9792312    2.0026557
   -1.3306266    3.675055    -3.271147     3.1091878   -2.8312736
    2.6132812   -3.2392478    2.545041    -3.3832567    1.0247235]",3
"[-103.27525     115.70457     -37.902626     23.228306     -5.412553
   22.763885     -8.667965     15.009875     -6.661214     14.337987
  -10.744057     18.032146     -7.952292     17.638258    -11.582453
   12.312327     -6.887868      8.380739     -9.094438     11.318714
   -6.7315097     6.305502     -7.4598703     6.5709834    -4.2985077
    1.5302635    -4.5913444     2.162631     -0.88895106   -1.5349679
   -1.8330973    -0.9969267     0.93920404   -2.9611833    -0.3690609
   -2.1231701     2.1596375    -4.759642      2.0950074    -2.8201714 ]",3
"[-167.94705     86.627235   -64.406136    69.23345    -41.91341
   33.32222    -25.681078    20.238422   -11.066143    19.414122
   -8.343535    14.362212    -3.1067276    9.111386    -1.8100079
    4.958137    -2.5920713    2.7205915    0.3279807   -2.6434355
    5.830062    -4.5445147    7.385404    -4.6212835    5.820796
   -6.3709364    3.4248059   -4.1836324    5.3609743   -2.8720338
    1.3452096   -1.8408788    2.5852497    1.0128107   -2.0734258
    4.171682    -3.3110204    4.0875297   -2.0144289    4.361575 ]",3
"[-9.13982773e+01  1.23677605e+02 -8.12214508e+01  5.54095764e+01
 -4.03407326e+01  3.28709488e+01 -2.12934227e+01  2.50298042e+01
 -1.91221809e+01  1.96338959e+01 -9.27170658e+00  9.47928429e+00
 -1.69671810e+00  3.43467879e+00  4.05458927e+00 -5.26142538e-01
  8.00388813e+00 -5.73748827e+00  5.75928736e+00 -7.06974173e+00
  5.91752672e+00 -8.35055923e+00  7.64539719e+00 -3.78709579e+00
  6.84829950e+00 -4.28546619e+00  4.81957555e-01 -1.44922286e-01
 -7.94534326e-01  1.44833522e-02 -2.17411470e+00  2.93204284e+00
 -4.10560513e+00  3.26433468e+00 -4.27318001e+00  3.80930305e+00
 -3.92686772e+00  4.02185726e+00 -2.36239958e+00  3.54137635e+00]",3
"[-122.69385     104.54988     -75.636986     53.601917    -47.99247
   38.279922    -20.584047     26.972393    -21.532665     16.974945
  -12.696291     12.841054     -8.744209     10.2967005    -4.50654
    2.6532314    -3.087154     -1.7228754    -2.206843     -4.4063864
   -1.325325     -3.77547       0.9681931    -5.181668      4.2915792
   -5.0034485     1.5236161    -5.097008      2.4931476    -4.342445
    4.5079527    -3.6277132     3.7443783    -1.1798583     1.0124503
   -2.9163475    -0.67996705   -1.7410868    -0.91645616    0.8722458 ]",3
"[-8.2065239e+01  9.5657028e+01 -4.6159527e+01  4.9790516e+01
 -5.4074558e+01  4.4310398e+01 -4.5241688e+01  2.9045803e+01
 -2.9346310e+01  1.1970120e+01 -1.2573458e+01  6.2128568e+00
 -7.2713885e+00  7.3920865e+00 -5.5622048e+00  8.4249206e-02
  1.3366185e+00 -6.4011769e+00  7.5728230e+00 -6.7336059e+00
  8.3272991e+00 -8.2138977e+00  8.5478344e+00 -6.2010598e+00
  7.4999423e+00 -5.9388981e+00  5.8949966e+00 -3.6895266e+00
  3.9097090e+00 -1.9502640e-02  1.4733244e+00  3.0409567e+00
 -2.5018234e+00  4.3187957e+00 -3.7876704e+00  5.2948303e+00
 -3.1969247e+00  5.0259118e+00 -3.1926181e+00  4.2301393e+00]",3
"[-2.3542677e+02  1.2180233e+02  5.3465161e+00  2.5287304e+01
 -1.5291235e+01  3.1905685e+01 -1.3627263e+01  1.7427603e+01
 -9.5802517e+00  1.4942930e+01 -1.1765058e+01  1.3963299e+01
 -9.5916348e+00  1.0400982e+01 -6.9871635e+00  4.7487679e+00
 -1.4803805e+00 -9.5000833e-02  2.7001097e+00 -2.8034599e+00
  4.7405100e+00 -4.3415122e+00  3.9900837e+00 -2.2067564e+00
  2.4018643e+00  7.2770363e-01  1.3966101e+00  3.3034883e+00
  4.3343475e-01  4.0937166e+00 -8.6094183e-01  4.3823481e+00
 -1.0521452e+00  4.9776230e+00 -6.7847586e-01  4.0596628e+00
 -6.0051143e-01  3.6474304e+00 -1.6903961e-01  1.8896241e+00]",3
"[-2.6397610e+02  4.9897278e+01 -5.0658184e+01  3.0973522e+01
 -4.5026455e+01  1.4826893e+01 -3.0106384e+01  1.5204959e+01
 -2.6232721e+01  3.6990631e+00 -1.8552820e+01  1.3217444e+00
 -1.3655965e+01 -1.3204654e+00 -9.6278591e+00 -4.9134364e+00
 -7.9526548e+00 -6.0741215e+00 -3.6394196e+00 -7.0479975e+00
 -1.3804130e-01 -4.9890823e+00 -6.3780463e-01 -5.7185221e+00
 -3.8396484e-01 -3.0525434e+00 -1.3018422e+00 -2.4128723e+00
 -1.7314249e+00 -3.6142960e-01 -2.2695580e+00  1.2446320e+00
 -3.5547323e+00 -3.7488040e-01 -4.2448611e+00  1.2343637e+00
 -2.4886577e+00  1.5450513e+00 -2.4730098e+00 -3.3680883e-01]",3
"[-191.00632      97.18846     -25.758356     54.129208    -41.85051
   40.054596    -29.148155     23.228657    -15.749349     12.605998
  -13.289957      8.6819105    -6.1345897     1.0786188    -0.9977954
   -2.0808215     3.8988495    -5.083421      2.8748643    -6.8724804
    4.331967     -5.422358      3.7077744    -5.7891006     2.1906257
   -4.004167      1.2598743    -3.0315268    -0.8617266     0.53533995
   -1.9453604     0.8855974    -5.1778874     1.2418171    -4.4695215
    2.614572     -4.1344576     2.0046241    -3.3725204     1.8140738 ]",3
